user_id,name,age,gender,city,registration_date,age_scaled,avg_monthly_spend,purchase_frequency,days_since_last_purchase,total_spend_P001,total_spend_P002,total_spend_P003,total_spend_P004,total_spend_P005,total_spend_P006,total_spend_P007,total_spend_P008,total_spend_P009,total_spend_P010,total_spend_P011,total_spend_P012,total_spend_P013,total_spend_P014,total_spend_P015,total_spend_P016,total_spend_P017,total_spend_P018,total_spend_P019,total_spend_P020,total_spend_P021,total_spend_P022,total_spend_P023,total_spend_P024,total_spend_P025,total_spend_P026,total_spend_P027,total_spend_P028,total_spend_P029,total_spend_P030,total_spend_P031,total_spend_P032,total_spend_P033,total_spend_P034,total_spend_P035,total_spend_P036,total_spend_P037,total_spend_P038,total_spend_P039,total_spend_P040,total_spend_P041,total_spend_P042,total_spend_P043,total_spend_P044,total_spend_P045,total_spend_P046,total_spend_P047,total_spend_P048,total_spend_P049,total_spend_P050,transaction_id,product_id,amount,date,day,month,year,payment_type_Credit Card,payment_type_Debit Card,payment_type_Net Banking,payment_type_UPI,payment_type_Wallet,spending_group,amount_scaled,year_month
U0003,Aarohi Gupta,37.0,2,Indore,2022-02-02,0.7083333333333333,40.597500000000004,4,0,24.37,0.0,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,44.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000548,P007,34.7,2024-03-30,30,3,2024,0,0,0,1,0,Low,-0.8459841106395559,2024-03
U0003,Aarohi Gupta,37.0,2,Indore,2022-02-02,0.7083333333333333,40.597500000000004,4,0,24.37,0.0,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,44.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000631,P001,24.37,2024-12-04,4,12,2024,0,0,0,0,1,Low,-1.1302020237477577,2024-12
U0003,Aarohi Gupta,37.0,2,Indore,2022-02-02,0.7083333333333333,40.597500000000004,4,0,24.37,0.0,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,44.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000944,P042,58.87,2025-11-01,1,11,2025,0,1,0,0,0,Medium,-0.18097472440284404,2025-11
U0004,Aarav Gupta,44.0,1,Kolkata,2023-06-02,1.0,96.59333333333332,3,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.71,0.0,0.0,56.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14,0.0,0.0,0.0,0.0,T000079,P017,56.93,2023-09-11,11,9,2023,0,0,0,0,0,Medium,-0.2343515638442681,2023-09
U0004,Aarav Gupta,44.0,1,Kolkata,2023-06-02,1.0,96.59333333333332,3,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.71,0.0,0.0,56.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14,0.0,0.0,0.0,0.0,T000451,P014,154.71,2023-08-29,29,8,2023,0,1,0,0,0,High,2.455951199342563,2023-08
U0004,Aarav Gupta,44.0,1,Kolkata,2023-06-02,1.0,96.59333333333332,3,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.71,0.0,0.0,56.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14,0.0,0.0,0.0,0.0,T000939,P046,78.14,2024-04-03,3,4,2024,0,0,0,0,1,High,0.34921687149212677,2024-04
U0005,Sara Sharma,30.0,2,Chennai,2024-01-04,0.41666666666666674,57.94833333333333,6,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.03,0.0,0.0,0.0,0.0,0.0,0.0,128.25,0.0,0.0,0.0,0.0,48.34,0.0,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000202,P024,38.11,2024-01-05,5,1,2024,0,0,0,1,0,Low,-0.7521619340956095,2024-01
U0005,Sara Sharma,30.0,2,Chennai,2024-01-04,0.41666666666666674,57.94833333333333,6,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.03,0.0,0.0,0.0,0.0,0.0,0.0,128.25,0.0,0.0,0.0,0.0,48.34,0.0,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000229,P017,103.03,2023-11-03,3,11,2023,0,1,0,0,0,High,1.0340362187586458,2023-11
U0005,Sara Sharma,30.0,2,Chennai,2024-01-04,0.41666666666666674,57.94833333333333,6,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.03,0.0,0.0,0.0,0.0,0.0,0.0,128.25,0.0,0.0,0.0,0.0,48.34,0.0,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000341,P024,90.14,2023-08-13,13,8,2023,0,0,0,1,0,High,0.6793828886555751,2023-08
U0005,Sara Sharma,30.0,2,Chennai,2024-01-04,0.41666666666666674,57.94833333333333,6,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.03,0.0,0.0,0.0,0.0,0.0,0.0,128.25,0.0,0.0,0.0,0.0,48.34,0.0,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000348,P029,48.34,2025-05-07,7,5,2025,0,0,0,1,0,Medium,-0.47069540446376973,2025-05
U0005,Sara Sharma,30.0,2,Chennai,2024-01-04,0.41666666666666674,57.94833333333333,6,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.03,0.0,0.0,0.0,0.0,0.0,0.0,128.25,0.0,0.0,0.0,0.0,48.34,0.0,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000477,P034,28.04,2024-07-16,16,7,2024,0,0,0,0,1,Low,-1.0292262501652698,2024-07
U0005,Sara Sharma,30.0,2,Chennai,2024-01-04,0.41666666666666674,57.94833333333333,6,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.03,0.0,0.0,0.0,0.0,0.0,0.0,128.25,0.0,0.0,0.0,0.0,48.34,0.0,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000621,P008,40.03,2025-06-22,22,6,2025,0,1,0,0,0,Low,-0.6993353713494578,2025-06
U0006,Aarohi Mukherjee,30.0,1,Thane,2023-08-27,0.41666666666666674,71.30499999999999,2,127,0.0,0.0,0.0,0.0,35.87,0.0,0.0,0.0,0.0,106.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000724,P005,35.87,2025-06-27,27,6,2025,0,1,0,0,0,Low,-0.8137929239661199,2025-06
U0006,Aarohi Mukherjee,30.0,1,Thane,2023-08-27,0.41666666666666674,71.30499999999999,2,127,0.0,0.0,0.0,0.0,35.87,0.0,0.0,0.0,0.0,106.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000756,P010,106.74,2023-10-18,18,10,2023,0,0,0,0,0,High,1.1361125457316783,2023-10
U0007,Ishaan Sharma,44.0,1,Indore,2022-12-15,1.0,85.576,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,47.71,0.0,154.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02,0.0,0.0,T000083,P040,141.4,2024-11-02,2,11,2024,0,0,0,0,0,High,2.089742058638772,2024-11
U0007,Ishaan Sharma,44.0,1,Indore,2022-12-15,1.0,85.576,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,47.71,0.0,154.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02,0.0,0.0,T000222,P027,154.71,2025-03-22,22,3,2025,1,0,0,0,0,High,2.455951199342563,2025-03
U0007,Ishaan Sharma,44.0,1,Indore,2022-12-15,1.0,85.576,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,47.71,0.0,154.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02,0.0,0.0,T000276,P048,47.02,2025-10-19,19,10,2025,0,1,0,0,0,Medium,-0.507013666351749,2025-10
U0007,Ishaan Sharma,44.0,1,Indore,2022-12-15,1.0,85.576,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,47.71,0.0,154.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02,0.0,0.0,T000287,P024,37.04,2025-01-25,25,1,2025,0,0,0,0,0,Low,-0.7816017372926837,2025-01
U0007,Ishaan Sharma,44.0,1,Indore,2022-12-15,1.0,85.576,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,47.71,0.0,154.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02,0.0,0.0,T000988,P025,47.71,2023-04-19,19,4,2023,0,1,0,0,0,Medium,-0.48802912036485085,2023-04
U0008,Ishaan Reddy,38.0,1,Lucknow,2022-04-15,0.75,52.05666666666667,3,138,0.0,0.0,36.89,0.0,0.0,0.0,0.0,0.0,0.0,86.01,0.0,33.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000048,P003,36.89,2023-04-25,25,4,2023,0,0,0,1,0,Low,-0.7857288125072267,2023-04
U0008,Ishaan Reddy,38.0,1,Lucknow,2022-04-15,0.75,52.05666666666667,3,138,0.0,0.0,36.89,0.0,0.0,0.0,0.0,0.0,0.0,86.01,0.0,33.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000137,P012,33.27,2024-09-24,24,9,2024,0,0,0,1,0,Low,-0.8853288943515335,2024-09
U0008,Ishaan Reddy,38.0,1,Lucknow,2022-04-15,0.75,52.05666666666667,3,138,0.0,0.0,36.89,0.0,0.0,0.0,0.0,0.0,0.0,86.01,0.0,33.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000268,P010,86.01,2025-06-16,16,6,2025,0,0,0,0,0,High,0.5657507510818217,2025-06
U0009,Aditya Bose,28.0,1,Kanpur,2024-05-17,0.33333333333333326,60.51666666666667,3,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000269,P009,39.71,2024-04-28,28,4,2024,1,0,0,0,0,Low,-0.7081397984738164,2024-04
U0009,Aditya Bose,28.0,1,Kanpur,2024-05-17,0.33333333333333326,60.51666666666667,3,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000596,P029,102.71,2024-12-14,14,12,2024,0,0,0,1,0,High,1.025231791634287,2024-12
U0009,Aditya Bose,28.0,1,Kanpur,2024-05-17,0.33333333333333326,60.51666666666667,3,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000731,P040,39.13,2024-05-18,18,5,2024,0,0,0,0,0,Low,-0.7240978226367163,2024-05
U0010,Diya Kulkarni,36.0,0,Delhi,2024-01-18,0.6666666666666667,47.78,4,210,22.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72,0.0,0.0,0.0,0.0,0.0,0.0,40.11,0.0,0.0,0.0,0.0,0.0,0.0,53.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000249,P019,40.11,2023-03-31,31,3,2023,0,1,0,0,0,Low,-0.6971342645683681,2023-03
U0010,Diya Kulkarni,36.0,0,Delhi,2024-01-18,0.6666666666666667,47.78,4,210,22.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72,0.0,0.0,0.0,0.0,0.0,0.0,40.11,0.0,0.0,0.0,0.0,0.0,0.0,53.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000379,P001,22.48,2023-08-08,8,8,2023,0,0,0,1,0,Low,-1.1822031714510008,2023-08
U0010,Diya Kulkarni,36.0,0,Delhi,2024-01-18,0.6666666666666667,47.78,4,210,22.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72,0.0,0.0,0.0,0.0,0.0,0.0,40.11,0.0,0.0,0.0,0.0,0.0,0.0,53.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000821,P012,74.72,2025-04-05,5,4,2025,0,0,0,1,0,High,0.255119556600544,2025-04
U0010,Diya Kulkarni,36.0,0,Delhi,2024-01-18,0.6666666666666667,47.78,4,210,22.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72,0.0,0.0,0.0,0.0,0.0,0.0,40.11,0.0,0.0,0.0,0.0,0.0,0.0,53.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T000823,P026,53.81,2024-05-01,1,5,2024,0,0,0,1,0,Medium,-0.3201947283067646,2024-05
U0011,Myra Kapoor,28.0,1,Nagpur,2022-03-22,0.33333333333333326,71.88333333333334,4,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,21.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.08,0.0,0.0,0.0,T000264,P047,62.08,2025-06-09,9,6,2025,0,0,0,1,0,Medium,-0.09265531481162159,2025-06
U0011,Myra Kapoor,28.0,1,Nagpur,2022-03-22,0.33333333333333326,71.88333333333334,4,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,21.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.08,0.0,0.0,0.0,T000363,P019,92.08,2023-06-11,11,6,2023,0,0,0,0,1,High,0.7327597280969991,2023-06
U0011,Myra Kapoor,28.0,1,Nagpur,2022-03-22,0.33333333333333326,71.88333333333334,4,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,21.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.08,0.0,0.0,0.0,T000726,P030,21.89,2023-12-11,11,12,2023,1,0,0,0,0,Low,-1.1984363339615371,2023-12
