trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,hour,day_of_week,month,fare_amount_log,distance_km_log,duration_min_sqrt,distance_km_std,duration_min_std,fare_amount_std,distance_km_minmax,duration_min_minmax,fare_amount_minmax,total_rides_x,avg_ride_distance,avg_ride_fare,is_peak_hour,signup_date_x,days_since_signup,cancelled_rides_x,ride_cancellation_rate,name,age,gender,city,signup_date_y,total_rides_y,cancelled_rides_y,avg_rating,gender_encoded,ride_frequency
T00016,R0216,Zone_2,7.35,63.51,145.73,Cash,2024-08-04,0,0,Sunday,August,4.988594163219376,2.122261538862764,7.969316156358712,-0.2016768643200244,0.045218719320324674,0.16915973888340077,0.2836687306501548,0.3152130625248905,0.48988113277435424,335.0,0.021940298507462687,0.4350149253731343,0,2019-08-01,2598,24.0,0.07164179104477612,Ishaan Ghosh,44.0,Female,Chennai,2019-08-01,335.0,24.0,3.4,0,High
T00017,R0168,Zone_3,6.76,56.32,83.57,Cash,2023-12-03,0,0,Sunday,December,4.437579593794131,2.048982334195127,7.504665215717488,-0.33426734586580487,-0.154661147095389,-0.6118404990933907,0.2608359133126935,0.2794205495818399,0.28056706064585646,471.0,0.01435244161358811,0.17743099787685773,0,2019-10-08,2530,74.0,0.15711252653927812,Diya Das,23.0,Male,Pune,2019-10-08,471.0,74.0,4.03,1,High
T00018,R0126,Zone_6,4.65,39.61,69.81,UPI,2024-01-19,0,0,Friday,January,4.260000233663683,1.7316555451583497,6.293647591023825,-0.8084468646142741,-0.6191941885149407,-0.7847260086583946,0.1791795665634675,0.19623655913978494,0.23423241404855707,411.0,0.011313868613138687,0.16985401459854016,0,2022-09-25,1447,20.0,0.04866180048661801,Diya Reddy,29.0,Female,Surat,2022-09-25,411.0,20.0,3.65,0,High
T00019,R0255,Zone_1,7.93,62.56,100.85,Credit Card,2023-05-26,0,0,Friday,May,4.623501142672815,2.189416394888408,7.909487973314076,-0.07133367907162998,0.018809001226454413,-0.3947284638257112,0.3061145510835913,0.31048387096774194,0.33875475637269753,475.0,0.016694736842105262,0.2123157894736842,0,2021-07-06,1893,42.0,0.08842105263157894,Reyansh Sharma,37.0,Female,Bengaluru,2021-07-06,475.0,42.0,3.12,0,High
T00020,R0061,Zone_2,11.43,81.48,227.77,UPI,2023-06-19,0,0,Monday,June,5.432717132027692,2.5201129055226197,9.026627277117406,0.7152200250135087,0.5447793868433256,1.1999393322491663,0.44156346749226005,0.40466945440063723,0.7661379937367411,168.0,0.06803571428571428,1.3557738095238097,0,2020-08-20,2213,25.0,0.1488095238095238,Meera Reddy,25.0,Male,Mumbai,2020-08-20,168.0,25.0,3.69,1,Med
T00021,R0289,Zone_4,3.91,32.07,79.0,Cash,2024-08-15,0,0,Thursday,August,4.382026634673881,1.5912739418064292,5.6630380539071075,-0.9747467906208462,-0.8288039510705014,-0.6692595963835118,0.1505417956656347,0.15870171246515333,0.26517830083846855,322.0,0.012142857142857143,0.2453416149068323,0,2021-09-30,1807,14.0,0.043478260869565216,Aarav Gupta,21.0,Other,Chennai,2021-09-30,322.0,14.0,4.17,2,Med
T00022,R0112,Zone_10,1.27,9.05,17.63,Credit Card,2024-03-28,0,0,Thursday,March,2.924773184613497,0.8197798314933114,3.0083217912982647,-1.5680330131307796,-1.4687531200398658,-1.440333994784987,0.04837461300309598,0.044105933890880133,0.05852443007711216,311.0,0.0040836012861736335,0.056688102893890674,0,2020-11-13,2128,11.0,0.03536977491961415,Meera Nair,41.0,Female,Delhi,2020-11-13,311.0,11.0,3.24,0,Med
T00023,R0153,Zone_3,6.12,47.77,118.69,UPI,2024-02-26,0,0,Monday,February,4.784905066885279,1.9629077254238845,6.911584478250989,-0.4780943088985159,-0.39234860994022236,-0.17058039037806055,0.23606811145510836,0.23685782556750298,0.3988281644610567,76.0,0.08052631578947368,1.5617105263157895,0,2020-05-04,2321,14.0,0.18421052631578946,Aadhya Ghosh,20.0,Male,Mumbai,2020-05-04,76.0,14.0,4.54,1,Low
T00024,R0214,Zone_3,1.1,10.71,13.4,Cash,2023-01-10,0,0,Tuesday,January,2.667228206581955,0.7419373447293773,3.2726136343907144,-1.6062370501863434,-1.4226056126337343,-1.4934812117515543,0.041795665634674926,0.052369573874950226,0.044280567060645856,210.0,0.005238095238095239,0.06380952380952382,0,2022-09-14,1458,2.0,0.009523809523809525,Aarav Kumar,20.0,Female,Kolkata,2022-09-14,210.0,2.0,4.53,0,Med
T00025,R0272,Zone_2,10.62,56.33,170.34,UPI,2023-01-15,0,0,Sunday,January,5.143649886535898,2.4527277514237653,7.505331438384317,0.5331890249252336,-0.154383150062822,0.47836848818534494,0.41021671826625383,0.2794703305455994,0.572751456376065,432.0,0.024583333333333332,0.3943055555555556,0,2020-01-15,2431,4.0,0.009259259259259259,Kavya Ghosh,21.0,Male,Kolkata,2020-01-15,432.0,4.0,4.79,1,High
T00026,R0045,Zone_3,5.87,48.76,86.71,Credit Card,2024-02-14,0,0,Wednesday,February,4.47403591796329,1.927164106234258,6.982836100038436,-0.5342767163331686,-0.3648269037160839,-0.5723884278699813,0.22639318885448917,0.24178614097968934,0.2911405192443681,100.0,0.0587,0.8671,0,2023-07-12,1157,16.0,0.16,Saanvi Iyer,34.0,Other,Ahmedabad,2023-07-12,100.0,16.0,4.88,2,Low
T00027,R0096,Zone_9,0.78,5.31,10.51,UPI,2023-01-12,0,0,Thursday,January,2.4432162227337915,0.5766133643039938,2.3043437243605824,-1.6781505317026988,-1.572724010219945,-1.5297921945017623,0.029411764705882356,0.02548785344484269,0.0345489443378119,121.0,0.006446280991735537,0.0868595041322314,0,2019-12-28,2449,3.0,0.024793388429752067,Reyansh Das,40.0,Female,Kolkata,2019-12-28,121.0,3.0,4.46,0,Low
T00028,R0191,Zone_1,6.26,58.43,134.46,UPI,2023-05-14,0,0,Sunday,May,4.908676393786758,1.9823798288367047,7.643951857514541,-0.4466321607351104,-0.09600377322374005,0.027559470511482713,0.24148606811145512,0.2899243329350856,0.45193117149880463,87.0,0.07195402298850574,1.5455172413793103,0,2020-08-14,2219,6.0,0.06896551724137931,Meera Gupta,33.0,Other,Surat,2020-08-14,87.0,6.0,4.56,2,Low
T00029,R0197,Zone_6,7.04,42.69,72.84,Credit Card,2024-06-13,0,0,Thursday,June,4.301900590194597,2.0844290831908747,6.5337584895678535,-0.27134304953899374,-0.5335711024842873,-0.7466560163631938,0.271671826625387,0.2115690959776981,0.24443546486177054,475.0,0.014821052631578947,0.15334736842105265,0,2020-10-08,2164,87.0,0.1831578947368421,Saanvi Das,29.0,Female,Bengaluru,2020-10-08,475.0,87.0,3.87,0,High
T00030,R0284,Zone_1,10.25,88.43,216.17,Cash,2024-03-15,0,0,Friday,March,5.38068045697316,2.4203681286504293,9.403722667114339,0.4500390619219477,0.7379873244774301,1.054192827092622,0.3958978328173375,0.4392672242134608,0.7270768091052967,135.0,0.07592592592592592,1.6012592592592592,0,2019-07-31,2599,19.0,0.14074074074074075,Vivaan Das,28.0,Female,Surat,2019-07-31,135.0,19.0,4.95,0,Low
T00031,R0251,Zone_1,7.27,44.39,170.59,Credit Card,2023-04-08,0,0,Saturday,April,5.14510791029753,2.1126345090356,6.662582082045969,-0.2196552346991133,-0.48631160694788755,0.4815095766585463,0.2805727554179567,0.22003185981680604,0.5735932922517426,213.0,0.03413145539906103,0.8008920187793427,0,2020-01-13,2433,26.0,0.12206572769953052,Vivaan Iyer,46.0,Female,Mumbai,2020-01-13,213.0,26.0,4.48,0,Med
T00032,R0228,Zone_5,17.34,154.38,192.42,UPI,2023-11-30,0,0,Thursday,November,5.264863990288817,2.9090844668283187,12.424974849069113,2.0433721367687,2.5713777542571687,0.7557894221384908,0.6702786377708979,0.7675726802070888,0.6471024009159173,10.0,1.734,19.241999999999997,0,2020-05-18,2307,0.0,0.0,Kavya Ghosh,21.0,Female,Pune,2020-05-18,10.0,0.0,4.84,0,Low
T00033,R0083,Zone_10,5.41,34.07,133.62,Cash,2024-04-19,0,0,Friday,April,4.902455994582567,1.8578592709325787,5.836951259004995,-0.6376523460129297,-0.7732045445570901,0.01700541324152603,0.20859133126934987,0.168657905217045,0.4491026029565276,475.0,0.011389473684210527,0.2813052631578947,0,2021-12-31,1715,39.0,0.08210526315789474,Kavya Patel,45.0,Female,Mumbai,2021-12-31,475.0,39.0,4.4,0,High
T00034,R0105,Zone_8,7.69,72.38,65.12,UPI,2024-06-21,0,0,Friday,June,4.191471272952824,2.162172939277301,8.50764362206128,-0.12526879020889647,0.2918020872073039,-0.8436528284156525,0.29682662538699695,0.35936877737953005,0.21843957302084385,346.0,0.022225433526011563,0.18820809248554915,0,2020-09-28,2174,9.0,0.02601156069364162,Diya Das,31.0,Female,Jaipur,2020-09-28,346.0,9.0,3.69,0,High
T00035,R0221,Zone_4,7.49,44.42,65.75,Credit Card,2023-08-15,0,0,Tuesday,August,4.200954297280359,2.138889000323256,6.664833081180653,-0.17021471615661873,-0.4854776158501864,-0.835737285463185,0.28908668730650156,0.22018120270808442,0.22056099942755159,106.0,0.07066037735849057,0.6202830188679245,0,2021-01-13,2067,1.0,0.009433962264150943,Diya Patel,21.0,Female,Delhi,2021-01-13,106.0,1.0,4.41,0,Low
T00036,R0081,Zone_1,6.59,49.9,125.55,Credit Card,2023-07-29,0,0,Saturday,July,4.840637486991133,2.0268315914075385,7.063993204979744,-0.3724713829213687,-0.3331352420034394,-0.08438892267341465,0.25425696594427244,0.2474611708482676,0.42192814088965214,114.0,0.05780701754385965,1.1013157894736842,0,2022-01-31,1684,2.0,0.017543859649122806,Diya Reddy,42.0,Other,Mumbai,2022-01-31,114.0,2.0,3.9,2,Low
T00037,R0067,Zone_10,8.71,57.85,106.26,Cash,2024-06-07,0,0,Friday,June,4.675255793554779,2.2731562823032334,7.605918747922567,0.1039554321244869,-0.1121276011126293,-0.3267553092656331,0.3363003095975233,0.28703703703703703,0.3569720847223625,348.0,0.02502873563218391,0.3053448275862069,0,2022-07-24,1510,9.0,0.02586206896551724,Saanvi Iyer,32.0,Male,Pune,2022-07-24,348.0,9.0,3.38,1,High
T00038,R0026,Zone_1,10.71,65.12,172.96,Cash,2023-10-27,0,0,Friday,October,5.158825387729438,2.460443177609626,8.069696400732806,0.553414691601709,0.08997624156362098,0.5112870953844955,0.41369969040247684,0.3232277976901633,0.581573896353167,44.0,0.24340909090909094,3.930909090909091,0,2020-04-17,2338,5.0,0.11363636363636363,Aarav Kumar,26.0,Female,Surat,2020-04-17,44.0,5.0,3.17,0,Low
T00039,R0077,Zone_5,14.7,144.74,297.22,Wallet,2024-03-07,0,0,Thursday,March,5.697831469162762,2.7536607123542622,12.030793822520607,1.4500859142587668,2.303388614862526,2.0725337101045103,0.5681114551083591,0.719583831142971,1.0,406.0,0.036206896551724134,0.7320689655172414,0,2019-09-07,2561,72.0,0.17733990147783252,Reyansh Das,28.0,Male,Mumbai,2019-09-07,406.0,72.0,3.79,1,High
T00040,R0110,Zone_9,0.15,1.26,1.28,UPI,2024-08-15,0,0,Thursday,August,0.8241754429663494,0.1397619423751587,1.1224972160321824,-1.8197301984380236,-1.685312808409603,-1.6457611809323573,0.005030959752321981,0.005326563122262047,0.0034683638077920324,224.0,0.0006696428571428571,0.005714285714285714,0,2023-02-04,1315,28.0,0.125,Vivaan Patel,19.0,Female,Kolkata,2023-02-04,224.0,28.0,4.43,0,Med
T00041,R0056,Zone_1,5.45,34.13,108.87,Cash,2024-02-24,0,0,Saturday,February,4.699297848712789,1.864080130807681,5.842088667591412,-0.6286631608233852,-0.7715365623616877,-0.29396234560541074,0.21013931888544893,0.16895659099960175,0.36576085126443747,93.0,0.05860215053763441,1.1706451612903226,0,2021-02-26,2023,13.0,0.13978494623655913,Meera Patel,40.0,Other,Hyderabad,2021-02-26,93.0,13.0,3.25,2,Low
T00042,R0120,Zone_4,5.76,45.5,57.73,Credit Card,2024-02-25,0,0,Sunday,February,4.072950669534428,1.9110228900548727,6.745368781616021,-0.558996975604416,-0.4554539363329443,-0.9365034036834855,0.22213622291021673,0.22555754679410592,0.19355490453581167,311.0,0.018520900321543406,0.18562700964630224,0,2020-07-12,2252,15.0,0.04823151125401929,Ishaan Gupta,18.0,Other,Surat,2020-07-12,311.0,15.0,4.55,2,Med
T00043,R0178,Zone_2,12.69,71.08,174.11,Cash,2023-08-07,0,0,Monday,August,5.165414347883809,2.6166656393003573,8.430895563343197,0.9983793584841585,0.2556624729735866,0.5257361023612219,0.4903250773993808,0.3528972520908005,0.5854463413812844,56.0,0.22660714285714284,3.1091071428571433,0,2021-05-15,1945,7.0,0.125,Saanvi Ghosh,27.0,Male,Delhi,2021-05-15,56.0,7.0,3.13,1,Low
T00044,R0164,Zone_3,6.22,35.17,149.59,UPI,2024-04-02,0,0,Tuesday,April,5.0145609120987285,1.9768549529047348,5.930430001273095,-0.45562134592465486,-0.7426248709747137,0.21765814490963026,0.23993808049535603,0.1741338112305854,0.5028790786948176,249.0,0.02497991967871486,0.6007630522088353,0,2022-07-06,1528,23.0,0.09236947791164658,Aadhya Ghosh,37.0,Other,Ahmedabad,2022-07-06,249.0,23.0,4.02,2,Med
T00045,R0221,Zone_9,1.48,7.57,22.98,Credit Card,2024-07-11,0,0,Thursday,July,3.177220149599368,0.9082585601768908,2.751363298439521,-1.520839790885671,-1.5098966808597902,-1.3731147014584772,0.0565015479876161,0.03673835125448029,0.07653971781661446,106.0,0.013962264150943395,0.2167924528301887,0,2021-01-13,2067,1.0,0.009433962264150943,Diya Patel,21.0,Female,Delhi,2021-01-13,106.0,1.0,4.41,0,Low
T00046,R0247,Zone_2,8.44,82.23,70.49,Cash,2023-08-13,0,0,Sunday,August,4.26955757977876,2.244955980157409,9.068075870878012,0.04327843209506161,0.5656291642858549,-0.7761822480112869,0.3258513931888545,0.4084030266825966,0.23652220763040033,249.0,0.03389558232931727,0.2830923694779116,0,2021-05-11,1949,47.0,0.18875502008032127,Aadhya Das,37.0,Male,Bengaluru,2021-05-11,249.0,47.0,4.92,1,Med
T00047,R0207,Zone_1,7.83,61.12,158.67,Cash,2023-09-03,0,0,Sunday,September,5.07310918535161,2.178155014615869,7.8179281142768255,-0.093806642045491,-0.02122257146320188,0.3317424782563042,0.30224458204334365,0.3033154121863799,0.5334545576994308,47.0,0.16659574468085106,3.3759574468085103,0,2023-12-06,1010,3.0,0.06382978723404255,Ishaan Iyer,31.0,Male,Mumbai,2023-12-06,47.0,3.0,3.93,1,Low
T00048,R0077,Zone_10,8.9,76.5,91.12,Wallet,2023-08-03,0,0,Thursday,August,4.523092074952484,2.2925347571405443,8.74642784226795,0.14665406177482287,0.40633686462493135,-0.5169796272027088,0.34365325077399383,0.37987853444842695,0.3059905040913224,406.0,0.021921182266009854,0.22443349753694583,0,2019-09-07,2561,72.0,0.17733990147783252,Reyansh Das,28.0,Male,Mumbai,2019-09-07,406.0,72.0,3.79,1,High
T00049,R0115,Zone_6,2.8,27.94,33.7,UPI,2024-08-08,0,0,Thursday,August,3.5467396869528134,1.33500106673234,5.285830114561004,-1.2241966796307047,-0.9436167255206956,-1.2384248277276022,0.10758513931888546,0.13814217443249702,0.11263764016567329,170.0,0.016470588235294115,0.19823529411764707,0,2020-03-01,2385,15.0,0.08823529411764706,Aarav Ghosh,40.0,Female,Bengaluru,2020-03-01,170.0,15.0,4.4,0,Med
T00050,R0010,Zone_3,16.6,90.94,193.05,Cash,2023-03-20,0,0,Monday,March,5.268115857814915,2.8678989020441064,9.536246641105713,1.877072210762128,0.8077645796517611,0.7637049650909585,0.6416408668730651,0.4517622461170848,0.6492238273226252,173.0,0.09595375722543353,1.1158959537572255,0,2023-05-14,1216,1.0,0.005780346820809248,Vivaan Gupta,25.0,Female,Surat,2023-05-14,173.0,1.0,3.38,0,Med
T00051,R0230,Zone_3,6.38,47.94,95.38,Wallet,2023-07-18,0,0,Tuesday,July,4.5682987112121864,1.998773638612381,6.923871749245504,-0.4196646051664771,-0.38762266038658255,-0.4634554796193574,0.24613003095975233,0.23770410195141375,0.32033538741287,183.0,0.03486338797814208,0.5212021857923497,0,2022-11-22,1389,23.0,0.12568306010928962,Kavya Gupta,32.0,Male,Chennai,2022-11-22,183.0,23.0,3.65,1,Med
T00052,R0032,Zone_1,7.06,36.36,101.01,UPI,2024-05-24,0,0,Friday,May,4.625070847694428,2.0869135565185366,6.029925372672534,-0.2668484569442216,-0.7095432240992341,-0.3927181672028622,0.2724458204334365,0.18005774591796095,0.3392935313331313,213.0,0.033145539906103284,0.4742253521126761,0,2023-09-20,1087,24.0,0.11267605633802817,Kavya Reddy,18.0,Female,Mumbai,2023-09-20,213.0,24.0,4.0,0,Med
T00053,R0082,Zone_3,3.5,24.24,60.44,Credit Card,2024-07-22,0,0,Monday,July,4.118061088839417,1.5040773967762742,4.923413450036469,-1.0668859388136769,-1.0464756275705067,-0.9024540046339824,0.1346749226006192,0.1197232178414974,0.20268040542815768,274.0,0.012773722627737226,0.2205839416058394,0,2022-12-27,1354,23.0,0.08394160583941605,Kavya Singh,26.0,Other,Pune,2022-12-27,274.0,23.0,3.15,2,Med
T00054,R0228,Zone_7,3.34,32.09,80.26,UPI,2023-01-13,0,0,Friday,January,4.397653890559581,1.4678743481123135,5.664803615307419,-1.1028426795718547,-0.8282479570053672,-0.6534285104785769,0.1284829721362229,0.15880127439267225,0.26942115365188407,10.0,0.33399999999999996,8.026,0,2020-05-18,2307,0.0,0.0,Kavya Ghosh,21.0,Female,Pune,2020-05-18,10.0,0.0,4.84,0,Low
T00055,R0266,Zone_9,1.8900000000000001,14.21,45.33,Credit Card,2024-01-23,0,0,Tuesday,January,3.835789699428557,1.0612565021243408,3.769615364994153,-1.4287006426928406,-1.3253066512352645,-1.092301391954274,0.0723684210526316,0.06979291119076066,0.15179984510219885,98.0,0.019285714285714288,0.46255102040816326,0,2020-09-25,2177,13.0,0.1326530612244898,Diya Reddy,29.0,Other,Chennai,2020-09-25,98.0,13.0,3.9,2,Low
T00056,R0158,Zone_3,6.03,42.1,137.35,Cash,2023-08-05,0,0,Saturday,August,4.929786706232935,1.9501867058225735,6.488451279003334,-0.49831997557499086,-0.5499729274057436,0.06387045326169051,0.23258513931888547,0.20863201911589008,0.46166279422163853,441.0,0.013673469387755103,0.31145124716553285,0,2020-07-26,2238,60.0,0.1360544217687075,Aarav Iyer,27.0,Male,Ahmedabad,2020-07-26,441.0,60.0,3.57,1,High
T00057,R0154,Zone_5,3.21,21.26,61.28,Wallet,2023-01-05,0,0,Thursday,January,4.131640346965797,1.43746264769429,4.610856753359402,-1.132057531437874,-1.1293187432754896,-0.8918999473640258,0.12345201238390094,0.10488849064117882,0.20550897397043472,466.0,0.006888412017167382,0.13150214592274678,0,2019-03-25,2727,79.0,0.16952789699570817,Kavya Patel,18.0,Other,Kolkata,2019-03-25,466.0,79.0,4.68,2,High
T00058,R0020,Zone_10,18.28,161.83,161.65,Cash,2024-01-26,0,0,Friday,January,5.091600652919361,2.9590682891823996,12.721242077721813,2.2546179887229947,2.7784855435196265,0.3691842528568649,0.7066563467492261,0.8046594982078854,0.5434892413375089,274.0,0.06671532846715329,0.589963503649635,0,2019-09-17,2551,21.0,0.07664233576642336,Diya Das,35.0,Female,Chennai,2019-09-17,274.0,21.0,4.03,0,Med
T00059,R0043,Zone_10,1.44,8.19,13.38,UPI,2023-12-21,0,0,Thursday,December,2.6658383522929006,0.8919980393051105,2.8618176042508368,-1.5298289760752157,-1.4926608648406328,-1.4937324988294105,0.05495356037151703,0.039824771007566706,0.044213220190591644,85.0,0.016941176470588234,0.15741176470588236,0,2021-12-10,1736,16.0,0.18823529411764706,Diya Kumar,28.0,Male,Ahmedabad,2021-12-10,85.0,16.0,4.68,1,Low
T00060,R0146,Zone_4,2.36,17.35,27.83,UPI,2024-03-25,0,0,Monday,March,3.3614165116503107,1.2119409739751128,4.165333119931706,-1.3230777167156935,-1.2380155830092088,-1.3121775850783706,0.09055727554179567,0.0854241338112306,0.09287133380476141,80.0,0.0295,0.347875,0,2020-04-15,2340,11.0,0.1375,Kavya Gupta,30.0,Male,Surat,2020-04-15,80.0,11.0,3.89,1,Low
T00061,R0235,Zone_8,5.99,44.78,54.34,Credit Card,2024-02-15,0,0,Thursday,February,4.01349597435878,1.944480556245719,6.691786009728643,-0.5073091607645352,-0.4754697226777724,-0.9790965633800961,0.23103715170278638,0.22197331740342494,0.18213961006162238,284.0,0.02109154929577465,0.1913380281690141,0,2021-02-15,2034,8.0,0.028169014084507043,Aarav Ghosh,34.0,Other,Delhi,2021-02-15,284.0,8.0,4.06,2,Med
